label,text
positive,perfect product!
positive,super!
positive,perfect product!
positive,terrific
positive,perfect product!
positive,must buy!
positive,brilliant
positive,super!
positive,great product
positive,wonderful
neutral,just okay
positive,perfect product!
positive,wonderful
neutral,excellent
positive,mind-blowing purchase
positive,fabulous!
positive,really nice
positive,nice product
neutral,really nice
positive,terrific
positive,great product
positive,excellent
positive,delightful
positive,good choice
positive,mind-blowing purchase
positive,just wow!
positive,great product
positive,mind-blowing purchase
negative,not recommended at all
positive,fabulous!
positive,classy product
positive,awesome
positive,delightful
positive,wonderful
positive,delightful
positive,mind-blowing purchase
positive,perfect product!
positive,mind-blowing purchase
positive,does the job
positive,excellent
positive,good quality product
negative,terrible product
positive,worth every penny
positive,fair
positive,does the job
positive,worth every penny
positive,good choice
positive,good choice
positive,excellent
positive,good
positive,very good
positive,decent product
positive,worth every penny
positive,terrific purchase
positive,worth every penny
positive,just wow!
positive,wonderful
positive,mind-blowing purchase
positive,wonderful
neutral,very poor
positive,wonderful
positive,best in the market!
positive,great product
positive,worth every penny
positive,mind-blowing purchase
positive,fabulous!
positive,brilliant
positive,just wow!
positive,terrific purchase
positive,value-for-money
positive,nice product
neutral,just okay
neutral,does the job
positive,worth every penny
positive,excellent
positive,good quality product
positive,excellent
positive,awesome
positive,wonderful
positive,highly recommended
positive,mind-blowing purchase
neutral,nice
positive,terrific
positive,brilliant
positive,good quality product
positive,best in the market!
positive,wonderful
positive,mind-blowing purchase
positive,very good
positive,highly recommended
positive,worth every penny
positive,terrific purchase
neutral,terrific
positive,must buy!
positive,mind-blowing purchase
positive,really nice
positive,excellent
positive,terrific
positive,perfect product!
positive,nice product
positive,fabulous!
positive,great product
positive,worth every penny
neutral,just okay
positive,terrific purchase
positive,best in the market!
positive,nice product
positive,very good
positive,wonderful
positive,super!
positive,classy product
positive,brilliant
positive,very good
positive,terrific purchase
positive,simply awesome
positive,good
positive,must buy!
positive,simply awesome
positive,good quality product
positive,worth every penny
positive,classy product
positive,brilliant
neutral,decent product
positive,value-for-money
positive,good choice
positive,wonderful
positive,super!
positive,hated it!
positive,terrific purchase
positive,pretty good
negative,moderate
positive,worth the money
positive,nice product
positive,brilliant
positive,excellent
positive,wonderful
positive,excellent
positive,excellent
positive,just wow!
positive,really nice
positive,wonderful
positive,pretty good
positive,fabulous!
positive,nice product
positive,pretty good
positive,awesome
positive,great product
positive,highly recommended
positive,awesome
positive,highly recommended
positive,perfect product!
positive,good choice
positive,must buy!
positive,worth every penny
positive,terrific purchase
positive,brilliant
negative,perfect product!
positive,good
positive,excellent
positive,worth the money
positive,simply awesome
positive,awesome
positive,super!
positive,great product
positive,brilliant
positive,super!
positive,pretty good
positive,good
neutral,terrible product
positive,very good
positive,good quality product
positive,classy product
neutral,does the job
positive,good choice
positive,mind-blowing purchase
positive,worth the money
positive,wonderful
positive,wonderful
positive,fabulous!
positive,best in the market!
neutral,does the job
positive,best in the market!
positive,great product
positive,simply awesome
positive,super!
positive,highly recommended
positive,delightful
negative,not recommended at all
positive,worth the money
neutral,good choice
neutral,unsatisfactory
positive,good choice
positive,terrific purchase
positive,super!
positive,pretty good
positive,fair
negative,hated it!
positive,pretty good
positive,wonderful
positive,excellent
positive,wonderful
positive,good choice
positive,worth every penny
positive,just wow!
positive,perfect product!
positive,decent product
positive,really nice
positive,nice product
positive,excellent
positive,good choice
positive,simply awesome
positive,excellent
positive,pretty good
positive,does the job
positive,awesome
positive,terrific purchase
positive,excellent
positive,good
positive,really nice
positive,excellent
positive,wonderful
positive,terrific purchase
positive,brilliant
positive,really nice
positive,delightful
positive,perfect product!
positive,worth every penny
positive,value-for-money
positive,super!
positive,simply awesome
neutral,brilliant
positive,just wow!
positive,best in the market!
positive,best in the market!
positive,wonderful
positive,classy product
positive,pretty good
positive,best in the market!
positive,simply awesome
positive,good quality product
positive,super!
positive,worth every penny
positive,best in the market!
positive,terrific
positive,value-for-money
positive,perfect product!
negative,absolute rubbish!
positive,terrific purchase
positive,simply awesome
positive,excellent
positive,fabulous!
positive,just wow!
positive,must buy!
positive,just wow!
positive,simply awesome
positive,terrific
positive,best in the market!
positive,pretty good
positive,brilliant
positive,does the job
positive,pretty good
positive,brilliant
positive,value-for-money
positive,mind-blowing purchase
positive,terrific purchase
positive,super!
positive,excellent
positive,nice product
positive,must buy!
positive,delightful
neutral,good
positive,really nice
positive,simply awesome
positive,fabulous!
positive,highly recommended
positive,just okay
positive,just wow!
positive,highly recommended
positive,does the job
neutral,bad quality
positive,worth the money
positive,great product
positive,must buy!
positive,fabulous!
positive,great product
positive,great product
positive,must buy!
positive,simply awesome
negative,best in the market!
positive,terrific
positive,highly recommended
positive,highly recommended
positive,must buy!
positive,awesome
positive,worth the money
positive,really nice
positive,classy product
neutral,slightly disappointed
positive,great product
negative,fair
positive,wonderful
positive,super!
positive,terrific
positive,excellent
positive,really nice
positive,pretty good
positive,good quality product
positive,perfect product!
positive,classy product
positive,really nice
positive,wonderful
positive,excellent
positive,just wow!
negative,decent product
positive,pretty good
positive,terrific
positive,excellent
positive,does the job
positive,worth every penny
neutral,just okay
positive,terrific purchase
positive,best in the market!
positive,nice product
positive,very good
positive,wonderful
positive,super!
positive,classy product
positive,brilliant
positive,very good
positive,terrific purchase
positive,simply awesome
positive,good
positive,must buy!
positive,simply awesome
positive,good quality product
positive,worth every penny
positive,classy product
positive,brilliant
neutral,decent product
positive,value-for-money
positive,good choice
positive,wonderful
positive,super!
positive,hated it!
positive,terrific purchase
positive,pretty good
negative,moderate
positive,worth the money
positive,nice product
positive,brilliant
positive,excellent
positive,wonderful
positive,excellent
positive,excellent
positive,just wow!
positive,really nice
positive,wonderful
positive,pretty good
positive,fabulous!
positive,nice product
positive,pretty good
positive,awesome
positive,great product
positive,highly recommended
positive,awesome
positive,highly recommended
positive,perfect product!
positive,good choice
positive,must buy!
positive,worth every penny
positive,terrific purchase
positive,brilliant
negative,perfect product!
positive,good
positive,excellent
positive,worth the money
positive,simply awesome
positive,awesome
positive,super!
positive,great product
positive,brilliant
positive,super!
positive,pretty good
positive,good
negative,terrible product
positive,very good
positive,good quality product
positive,classy product
negative,does the job
positive,good choice
positive,mind-blowing purchase
positive,worth the money
positive,wonderful
positive,wonderful
positive,fabulous!
positive,best in the market!
neutral,does the job
positive,best in the market!
positive,great product
positive,simply awesome
positive,super!
positive,highly recommended
positive,delightful
negative,not recommended at all
positive,worth the money
positive,good choice
negative,unsatisfactory
positive,good choice
positive,terrific purchase
positive,super!
positive,pretty good
positive,fair
negative,hated it!
positive,pretty good
positive,wonderful
positive,excellent
positive,wonderful
positive,good choice
positive,worth every penny
positive,just wow!
positive,perfect product!
positive,decent product
positive,really nice
positive,nice product
positive,excellent
positive,good choice
positive,simply awesome
positive,excellent
positive,pretty good
positive,does the job
positive,awesome
positive,terrific purchase
positive,excellent
positive,good
positive,really nice
positive,excellent
positive,wonderful
positive,terrific purchase
positive,brilliant
positive,really nice
positive,delightful
positive,perfect product!
positive,worth every penny
positive,value-for-money
positive,super!
positive,simply awesome
neutral,brilliant
positive,just wow!
positive,best in the market!
positive,best in the market!
positive,wonderful
positive,classy product
positive,pretty good
positive,best in the market!
positive,simply awesome
positive,good quality product
positive,super!
positive,worth every penny
positive,best in the market!
positive,terrific
positive,value-for-money
positive,perfect product!
negative,absolute rubbish!
positive,terrific purchase
positive,simply awesome
positive,excellent
positive,fabulous!
positive,just wow!
positive,must buy!
positive,just wow!
positive,simply awesome
positive,terrific
positive,best in the market!
positive,pretty good
positive,brilliant
positive,does the job
positive,pretty good
positive,brilliant
positive,value-for-money
positive,mind-blowing purchase
positive,terrific purchase
positive,super!
positive,excellent
positive,nice product
positive,must buy!
positive,delightful
negative,good
positive,really nice
positive,simply awesome
positive,fabulous!
positive,highly recommended
positive,just okay
positive,just wow!
positive,highly recommended
positive,does the job
neutral,bad quality
positive,worth the money
positive,great product
positive,must buy!
positive,fabulous!
positive,great product
positive,great product
positive,must buy!
positive,simply awesome
negative,best in the market!
positive,terrific
positive,highly recommended
positive,highly recommended
positive,must buy!
positive,awesome
positive,worth the money
positive,really nice
positive,classy product
neutral,slightly disappointed
positive,great product
negative,fair
positive,wonderful
positive,super!
positive,terrific
positive,excellent
positive,really nice
positive,pretty good
positive,good quality product
positive,perfect product!
positive,classy product
positive,really nice
positive,wonderful
positive,excellent
positive,just wow!
negative,decent product
positive,pretty good
positive,terrific
positive,excellent
neutral,does the job
positive,worth every penny
positive,classy product
positive,excellent
neutral,does the job
negative,absolute rubbish!
positive,really nice
positive,wonderful
positive,wonderful
positive,perfect product!
positive,best in the market!
positive,must buy!
positive,fabulous!
positive,fabulous!
positive,best in the market!
positive,terrific
positive,best in the market!
positive,best in the market!
positive,excellent
positive,terrific purchase
positive,does the job
positive,really nice
positive,simply awesome
positive,must buy!
positive,brilliant
neutral,good
positive,nice
positive,worth every penny
positive,fair
positive,good quality product
positive,very good
positive,wonderful
positive,terrific purchase
positive,best in the market!
positive,perfect product!
positive,terrific purchase
positive,just wow!
positive,very good
positive,mind-blowing purchase
positive,super!
negative,very poor
positive,just wow!
positive,good quality product
positive,wonderful
positive,simply awesome
positive,super!
positive,good quality product
positive,highly recommended
positive,terrific purchase
positive,just wow!
positive,very good
positive,perfect product!
negative,waste of money!
positive,nice product
positive,perfect product!
positive,worth every penny
positive,excellent
positive,best in the market!
positive,wonderful
positive,delightful
positive,simply awesome
positive,best in the market!
positive,simply awesome
positive,just wow!
positive,good choice
positive,really nice
positive,terrific purchase
positive,best in the market!
positive,awesome
positive,fabulous!
positive,good choice
positive,value-for-money
positive,good quality product
negative,don't waste your money
positive,perfect product!
positive,just okay
positive,worth every penny
negative,bad quality
positive,brilliant
positive,super!
positive,good choice
positive,pretty good
positive,does the job
neutral,could be way better
positive,classy product
positive,perfect product!
positive,brilliant
positive,super!
positive,good choice
positive,nice product
positive,highly recommended
positive,mind-blowing purchase
positive,highly recommended
positive,super!
positive,best in the market!
positive,brilliant
positive,worth the money
positive,just okay
positive,classy product
positive,does the job
negative,unsatisfactory
positive,awesome
positive,classy product
positive,does the job
positive,fabulous!
positive,best in the market!
positive,fabulous!
positive,pretty good
positive,best in the market!
positive,very good
positive,wonderful
positive,classy product
positive,mind-blowing purchase
positive,terrific
positive,fair
positive,wonderful
positive,worth every penny
positive,highly recommended
positive,awesome
negative,worthless
positive,brilliant
positive,awesome
positive,excellent
positive,very good
positive,perfect product!
positive,super!
positive,excellent
negative,good
positive,value-for-money
positive,awesome
positive,really nice
positive,nice product
positive,nice product
positive,wonderful
positive,terrific purchase
positive,mind-blowing purchase
positive,great product
negative,did not meet expectations
positive,must buy!
positive,must buy!
positive,terrific purchase
positive,perfect product!
positive,mind-blowing purchase
positive,classy product
positive,nice product
positive,slightly disappointed
positive,just wow!
positive,wonderful
positive,really nice
positive,really nice
positive,terrific purchase
positive,good
positive,excellent
positive,value-for-money
positive,terrific purchase
positive,perfect product!
positive,terrific purchase
positive,super!
positive,brilliant
positive,pretty good
positive,wonderful
positive,delightful
negative,did not meet expectations
positive,must buy!
positive,classy product
positive,must buy!
positive,value-for-money
positive,perfect product!
positive,best in the market!
positive,wonderful
positive,super!
positive,good quality product
positive,super!
positive,wonderful
positive,great product
positive,wonderful
positive,simply awesome
positive,super!
positive,awesome
positive,just wow!
negative,just okay
positive,pretty good
positive,wonderful
positive,awesome
positive,fabulous!
positive,terrific purchase
positive,mind-blowing purchase
positive,awesome
positive,fabulous!
positive,mind-blowing purchase
positive,value-for-money
positive,nice
positive,must buy!
positive,worth every penny
positive,simply awesome
positive,highly recommended
positive,good quality product
negative,good
positive,very good
positive,good choice
positive,perfect product!
positive,brilliant
positive,decent product
positive,great product
positive,great product
positive,good quality product
positive,perfect product!
positive,just okay
positive,just wow!
positive,terrific
positive,must buy!
positive,just wow!
positive,nice product
positive,excellent
positive,brilliant
positive,perfect product!
positive,classy product
positive,excellent
positive,brilliant
positive,terrific
positive,fabulous!
positive,good choice
positive,must buy!
positive,classy product
positive,super!
negative,very poor
positive,mind-blowing purchase
negative,just okay
positive,wonderful
positive,pretty good
positive,good choice
positive,best in the market!
positive,wonderful
positive,wonderful
positive,must buy!
positive,perfect product!
negative,good
positive,terrific
positive,classy product
positive,fabulous!
positive,brilliant
positive,awesome
positive,terrific purchase
positive,really nice
positive,worth every penny
positive,pretty good
positive,worth every penny
positive,wonderful
positive,good quality product
positive,good quality product
neutral,fair
positive,just wow!
negative,terrible product
positive,excellent
positive,nice product
positive,wonderful
positive,excellent
positive,worth every penny
positive,waste of money!
positive,must buy!
positive,great product
positive,great product
positive,mind-blowing purchase
positive,awesome
positive,very good
neutral,nice
negative,decent product
positive,mind-blowing purchase
positive,good choice
positive,super!
positive,worth every penny
positive,classy product
positive,fair
positive,nice
positive,good choice
positive,mind-blowing purchase
positive,terrific
positive,super!
positive,awesome
positive,brilliant
negative,just okay
positive,great product
positive,excellent
neutral,slightly disappointed
positive,pretty good
positive,awesome
positive,fabulous!
positive,worth every penny
positive,simply awesome
positive,best in the market!
positive,must buy!
positive,awesome
negative,worthless
neutral,very good
positive,best in the market!
positive,fabulous!
positive,great product
positive,classy product
positive,good quality product
positive,simply awesome
positive,excellent
positive,pretty good
positive,highly recommended
positive,nice product
negative,did not meet expectations
positive,worth every penny
positive,very good
positive,delightful
positive,nice product
positive,brilliant
positive,worth the money
negative,horrible
positive,best in the market!
positive,value-for-money
positive,wonderful
positive,value-for-money
positive,must buy!
positive,value-for-money
positive,terrific purchase
negative,best in the market!
negative,utterly disappointed
positive,good quality product
positive,awesome
positive,worth every penny
negative,horrible
positive,simply awesome
positive,good choice
positive,value-for-money
positive,delightful
positive,simply awesome
neutral,decent product
positive,just wow!
positive,highly recommended
positive,awesome
positive,great product
positive,nice product
positive,worth the money
positive,must buy!
positive,brilliant
positive,highly recommended
positive,best in the market!
positive,simply awesome
positive,wonderful
positive,nice
neutral,decent product
positive,wonderful
positive,highly recommended
positive,brilliant
positive,highly recommended
positive,best in the market!
positive,nice product
positive,must buy!
positive,perfect product!
positive,terrific
positive,best in the market!
positive,great product
positive,wonderful
positive,very good
positive,value-for-money
positive,classy product
positive,best in the market!
positive,brilliant
positive,terrific
positive,terrific
positive,value-for-money
positive,worth every penny
positive,excellent
positive,best in the market!
positive,excellent
positive,brilliant
positive,awesome
positive,terrific purchase
positive,great product
positive,must buy!
positive,terrific purchase
positive,great product
positive,terrific purchase
negative,moderate
positive,"good set, safely packed, but really small bowls"
positive,mind-blowing purchase
positive,highly recommended
positive,great product
positive,delightful
positive,brilliant
positive,just wow!
positive,excellent
positive,wonderful
neutral,value-for-money
neutral,wonderful
positive,terrific
positive,best in the market!
positive,delightful
positive,terrific purchase
positive,terrific
positive,simply awesome
positive,great product
positive,great product
positive,good
positive,worth the money
positive,worth every penny
positive,perfect product!
positive,mind-blowing purchase
neutral,excellent
positive,super!
positive,great product
positive,terrific
positive,terrific purchase
positive,excellent
positive,best in the market!
positive,nice
positive,simply awesome
positive,great product
positive,worth the money
positive,terrific
positive,fabulous!
positive,terrific purchase
positive,pretty good
positive,best in the market!
neutral,nice product
positive,terrific
positive,just wow!
positive,simply awesome
positive,classy product
positive,great product
positive,does the job
positive,must buy!
positive,moderate
positive,highly recommended
positive,super!
positive,worth every penny
positive,good choice
positive,fabulous!
positive,just wow!
positive,simply awesome
positive,great product
positive,wonderful
neutral,awesome
positive,wonderful
positive,super!
positive,brilliant
positive,terrific purchase
positive,really nice
positive,worth the money
positive,worth every penny
positive,super!
positive,simply awesome
positive,terrific
positive,classy product
positive,good choice
positive,delightful
positive,great product
positive,value-for-money
positive,nice product
positive,highly recommended
positive,delightful
negative,decent product
positive,classy product
positive,absolute rubbish!
positive,highly recommended
positive,delightful
positive,terrific purchase
positive,best in the market!
positive,simply awesome
positive,super!
positive,good choice
positive,super!
positive,must buy!
positive,awesome
positive,pretty good
neutral,just okay
neutral,fair
positive,just wow!
positive,great product
positive,worth every penny
positive,fabulous!
positive,perfect product!
positive,wonderful
positive,highly recommended
positive,classy product
positive,fabulous!
positive,worth every penny
positive,wonderful
positive,terrific
neutral,good quality product
positive,perfect product!
positive,fabulous!
positive,perfect product!
positive,good choice
positive,wonderful
positive,terrific purchase
negative,nice
positive,worth every penny
positive,terrific purchase
positive,classy product
positive,classy product
positive,terrific
positive,wonderful
positive,terrific
positive,simply awesome
positive,terrific
positive,awesome
positive,simply awesome
positive,perfect product!
positive,simply awesome
positive,terrific
positive,wonderful
positive,perfect product!
positive,worth every penny
positive,very good
positive,value-for-money
positive,awesome
positive,nice product
positive,good choice
positive,must buy!
positive,brilliant
positive,great product
positive,good quality product
positive,value-for-money
positive,mind-blowing purchase
positive,delightful
positive,classy product
positive,terrific purchase
positive,mind-blowing purchase
positive,awesome
positive,awesome
positive,wonderful
positive,brilliant
neutral,value-for-money
positive,good quality product
positive,fabulous!
positive,terrific
positive,terrific purchase
positive,fabulous!
positive,worth every penny
negative,just okay
positive,wonderful
positive,delightful
positive,pretty good
neutral,just okay
positive,must buy!
positive,worth every penny
positive,wonderful
positive,highly recommended
positive,highly recommended
positive,simply awesome
positive,excellent
positive,good choice
positive,must buy!
positive,fabulous!
positive,simply awesome
positive,good quality product
negative,very poor
positive,simply awesome
positive,great product
positive,worth every penny
negative,just okay
negative,could be way better
positive,classy product
positive,brilliant
positive,simply awesome
positive,best in the market!
positive,worth every penny
positive,brilliant
positive,must buy!
positive,just wow!
positive,terrific purchase
positive,super!
positive,classy product
negative,worthless
positive,brilliant
positive,excellent
positive,decent product
positive,super!
positive,worth the money
positive,nice product
positive,delightful
positive,fair
positive,just wow!
positive,good choice
positive,best in the market!
negative,decent product
positive,best in the market!
positive,terrific purchase
positive,nice product
neutral,good choice
neutral,classy product
negative,hated it!
positive,terrific
positive,mind-blowing purchase
positive,great product
positive,great product
positive,must buy!
positive,excellent
positive,great product
negative,good
positive,classy product
positive,brilliant
positive,good quality product
positive,worth every penny
positive,great product
positive,classy product
positive,perfect product!
positive,wonderful
positive,mind-blowing purchase
positive,great product
positive,just wow!
negative,nice
positive,mind-blowing purchase
positive,super!
negative,nice
positive,brilliant
positive,just okay
positive,mind-blowing purchase
positive,fabulous!
positive,worth the money
positive,worth the money
positive,nice product
positive,great product
positive,best in the market!
positive,delightful
negative,nice product
positive,best in the market!
negative,terrible product
negative,waste of money!
positive,pretty good
positive,wonderful
positive,nice
positive,nice
positive,perfect product!
negative,waste of money!
positive,brilliant
positive,mind-blowing purchase
negative,slightly disappointed
positive,terrific purchase
neutral,fair
positive,awesome
positive,good choice
positive,super!
positive,nice product
positive,decent product
positive,worth the money
neutral,worth the money
positive,worth every penny
positive,mind-blowing purchase
positive,good choice
positive,highly recommended
positive,fabulous!
positive,really nice
positive,wonderful
positive,worth every penny
positive,terrific
positive,very good
negative,bad quality
positive,highly recommended
positive,awesome
positive,just wow!
negative,moderate
positive,does the job
positive,perfect product!
negative,very poor
positive,just wow!
positive,terrific
negative,decent product
positive,good choice
positive,terrific
positive,great product
positive,brilliant
positive,mind-blowing purchase
positive,good choice
positive,mind-blowing purchase
positive,terrific purchase
negative,utterly disappointed
positive,simply awesome
negative,bad quality
positive,super!
positive,awesome
positive,awesome
positive,good
positive,excellent
positive,just wow!
positive,wonderful
positive,mind-blowing purchase
positive,just okay
positive,nice product
positive,classy product
positive,value-for-money
positive,worth every penny
positive,awesome
positive,just wow!
negative,slightly disappointed
positive,classy product
positive,great product
positive,excellent
positive,worth every penny
positive,super!
positive,highly recommended
positive,perfect product!
positive,just wow!
positive,must buy!
positive,excellent
positive,perfect product!
positive,pretty good
positive,pretty good
positive,wonderful
positive,fair
positive,simply awesome
positive,super!
positive,perfect product!
positive,fabulous!
negative,worthless
positive,very good
positive,worth the money
positive,really nice
positive,good
positive,just wow!
positive,wonderful
negative,worthless
positive,fabulous!
positive,must buy!
positive,nice product
negative,horrible
positive,excellent
positive,great product
positive,super!
positive,highly recommended
positive,brilliant
positive,excellent
positive,terrific
positive,wonderful
positive,just okay
positive,brilliant
positive,very good
positive,awesome
negative,not good
positive,really nice
negative,absolute rubbish!
positive,terrific
positive,awesome
positive,awesome
positive,good
negative,really nice
positive,best in the market!
negative,don't waste your money
positive,good quality product
positive,highly recommended
positive,simply awesome
positive,wonderful
positive,value-for-money
positive,just wow!
positive,just okay
positive,wonderful
negative,delightful
positive,classy product
negative,does the job
positive,mind-blowing purchase
positive,wonderful
positive,perfect product!
negative,does the job
positive,terrific purchase
positive,value-for-money
positive,good choice
positive,wonderful
positive,must buy!
positive,terrific purchase
neutral,really nice
positive,must buy!
negative,don't waste your money
positive,good choice
positive,fabulous!
positive,great product
positive,must buy!
neutral,not good
positive,highly recommended
negative,just okay
positive,fair
positive,simply awesome
positive,brilliant
positive,best in the market!
negative,waste of money!
positive,must buy!
positive,excellent
positive,worth the money
positive,worth every penny
positive,great product
positive,terrific
positive,very good
positive,must buy!
negative,very poor
positive,must buy!
negative,slightly disappointed
positive,terrific
positive,classy product
positive,simply awesome
positive,could be way better
positive,worth every penny
positive,best in the market!
negative,useless product
positive,perfect product!
positive,fair
positive,just wow!
negative,moderate
positive,value-for-money
positive,terrific purchase
positive,just wow!
positive,best in the market!
positive,brilliant
neutral,worth the money
positive,good choice
positive,great product
positive,pretty good
positive,really nice
negative,received broken plate and bowl
negative,waste of money!
positive,terrific purchase
positive,worth every penny
positive,excellent
positive,fair
positive,simply awesome
positive,wonderful
positive,good quality product
positive,terrific
neutral,just okay
positive,good choice
positive,terrific purchase
positive,classy product
positive,decent product
positive,simply awesome
negative,useless product
positive,worth every penny
positive,best in the market!
negative,fair
negative,hated it!
positive,super!
positive,worth every penny
positive,nice product
positive,great product
positive,excellent
positive,just wow!
negative,utterly disappointed
positive,super!
positive,very good
positive,simply awesome
positive,terrific
positive,excellent
positive,pretty good
positive,fabulous!
positive,terrific purchase
positive,does the job
positive,classy product
positive,pretty good
positive,classy product
positive,nice product
positive,just wow!
positive,highly recommended
positive,terrific
positive,simply awesome
positive,just wow!
negative,unsatisfactory
positive,terrific
positive,value-for-money
positive,highly recommended
positive,value-for-money
positive,highly recommended
positive,mind-blowing purchase
positive,worth the money
positive,worth the money
positive,fabulous!
positive,excellent
positive,good quality product
negative,expected a better product
positive,really nice
positive,perfect product!
positive,must buy!
positive,good quality product
positive,brilliant
negative,nice
positive,excellent
positive,nice
positive,classy product
positive,very good
positive,classy product
positive,great product
positive,nice product
positive,delightful
negative,slightly disappointed
negative,just okay
negative,does the job
negative,hated it!
positive,highly recommended
positive,terrific purchase
positive,terrific
positive,mind-blowing purchase
positive,mind-blowing purchase
positive,must buy!
positive,mind-blowing purchase
positive,super!
positive,mind-blowing purchase
positive,good choice
positive,terrific purchase
positive,must buy!
positive,does the job
positive,wonderful
positive,good quality product
positive,must buy!
positive,mind-blowing purchase
positive,terrific
positive,good choice
negative,utterly disappointed
positive,just wow!
positive,super!
positive,just wow!
positive,great product
positive,brilliant
positive,must buy!
positive,highly recommended
positive,nice product
positive,terrific purchase
positive,highly recommended
positive,worth every penny
positive,brilliant
positive,decent product
positive,decent product
positive,wonderful
negative,good choice
positive,great product
positive,nice product
positive,classy product
negative,not recommended at all
positive,great product
positive,wonderful
positive,good
positive,good choice
positive,best in the market!
positive,best in the market!
neutral,value-for-money
negative,wonderful
positive,classy product
positive,terrific
positive,highly recommended
positive,best in the market!
negative,does the job
positive,perfect product!
positive,worth every penny
positive,brilliant
positive,great product
negative,nice
positive,perfect product!
positive,awesome
positive,brilliant
negative,horrible
positive,wonderful
negative,expected a better product
positive,highly recommended
positive,excellent
positive,classy product
positive,pretty good
positive,mind-blowing purchase
positive,fair
positive,fabulous!
positive,good choice
positive,worth the money
positive,pretty good
positive,does the job
positive,mind-blowing purchase
positive,highly recommended
negative,worthless
positive,terrific purchase
positive,perfect product!
positive,worth the money
negative,could be way better
positive,super!
negative,nice
neutral,value-for-money
positive,worth every penny
positive,pretty good
positive,good quality product
positive,all good
positive,worth the money
negative,moderate
positive,wonderful
positive,excellent
positive,must buy!
positive,just wow!
positive,awesome
positive,good choice
negative,horrible
positive,worth every penny
positive,nice product
positive,really nice
positive,simply awesome
negative,terrible product
positive,good choice
positive,terrific purchase
positive,must buy!
positive,must buy!
positive,super!
positive,great product
positive,terrific
positive,perfect product!
positive,fabulous!
positive,good choice
positive,very good
positive,just wow!
negative,moderate
positive,classy product
positive,pretty good
positive,super!
positive,excellent
positive,good quality product
positive,delightful
positive,excellent
positive,nice product
positive,good
neutral,decent product
positive,terrific
positive,nice
positive,super!
positive,delightful
positive,brilliant
positive,excellent
positive,value-for-money
positive,excellent
negative,did not meet expectations
negative,nice
positive,value-for-money
neutral,very good
positive,worth every penny
positive,simply awesome
positive,classy product
negative,pretty good
positive,terrific purchase
positive,mind-blowing purchase
positive,nice product
positive,terrific
positive,great product
negative,slightly disappointed
positive,must buy!
positive,wonderful
positive,worth the money
positive,mind-blowing purchase
negative,hated it!
positive,super!
positive,wonderful
positive,terrific
positive,brilliant
positive,fabulous!
negative,wonderful
positive,super!
positive,fair
positive,worth every penny
negative,unsatisfactory
negative,fair
positive,decent product
positive,must buy!
positive,just wow!
positive,really nice
positive,nice product
positive,highly recommended
negative,terrible product
positive,super!
positive,good quality product
positive,very good
negative,unsatisfactory
positive,delightful
positive,just okay
positive,really nice
positive,wonderful
negative,decent product
positive,excellent
positive,great product
positive,good quality product
positive,best in the market!
positive,wonderful
negative,awesome
negative,worthless
positive,brilliant
positive,very good
positive,awesome
positive,good choice
positive,just wow!
positive,terrific
positive,nice product
positive,perfect product!
positive,awesome
positive,perfect product!
positive,great product
positive,nice product
negative,worthless
positive,awesome
positive,super!
positive,does the job
negative,don't waste your money
positive,really nice
positive,delightful
positive,fabulous!
positive,fabulous!
positive,excellent
negative,utterly disappointed
negative,terrible product
positive,terrific purchase
neutral,fair
positive,best in the market!
positive,worth every penny
positive,super!
positive,worth every penny
positive,simply awesome
positive,delightful
neutral,wonderful
positive,terrific
positive,very good
positive,fabulous!
positive,good quality product
negative,just okay
positive,really nice
positive,must buy!
positive,value-for-money
positive,classy product
positive,highly recommended
positive,excellent
negative,classy product
positive,wonderful
negative,slightly disappointed
positive,classy product
positive,great product
negative,unsatisfactory
positive,good quality product
positive,excellent
positive,good quality product
negative,good quality product
negative,absolute rubbish!
positive,highly recommended
positive,great product
positive,best in the market!
positive,great product
positive,great product
positive,just wow!
positive,great product
negative,pretty good
positive,value-for-money
positive,super!
positive,super!
positive,classy product
positive,good choice
positive,best in the market!
positive,just wow!
positive,wonderful
positive,must buy!
positive,highly recommended
positive,wonderful
positive,fabulous!
negative,worst experience ever!
positive,worth the money
positive,best in the market!
positive,does the job
positive,very good
positive,nice
positive,simply awesome
positive,very good
positive,expected a better product
negative,waste of money!
positive,best in the market!
positive,fabulous!
positive,fabulous!
positive,great product
positive,simply awesome
positive,super!
positive,awesome
positive,good quality product
positive,wonderful
positive,terrific
positive,simply awesome
positive,really nice
negative,did not meet expectations
positive,just wow!
positive,perfect product!
positive,brilliant
positive,really nice
positive,mind-blowing purchase
negative,unsatisfactory
positive,good quality product
negative,bad quality
positive,nice
positive,terrific
negative,hated it!
positive,great product
positive,excellent
positive,highly recommended
positive,terrific
negative,best in the market!
positive,delightful
positive,super!
positive,mind-blowing purchase
positive,wonderful
negative,worst experience ever!
positive,terrific purchase
positive,worth the money
negative,not recommended at all
negative,moderate
positive,excellent
positive,worth every penny
positive,super!
negative,moderate
negative,worthless
positive,fabulous!
positive,good choice
positive,fair
positive,worth every penny
positive,decent product
positive,just wow!
positive,brilliant
positive,great product
positive,very good
positive,great product
positive,does the job
positive,terrific
negative,does the job
positive,wonderful
positive,just okay
positive,great product
positive,classy product
positive,wonderful
positive,does the job
